"","Anopheles_apoci","Anopheles_superpictus","Anopheles_turkhudi","Ochlerotatus_cyprius","Aedes_echinus","Anopheles_ainshamsi","Ochlerotatus_eatoni_hewitti_(nomen_nudum)","Acartomyia_mariae","Orthopodomyia_pulcripalpis","Uranotaenia_unguiculata","Aedes_aegypti","Aedes_albopictus","Aedes_vittatus","Aedes_vexans","Ochlerotatus_nigrinus","Ochlerotatus_sticticus","Ochlerotatus_refiki","Ochlerotatus_rusticus","Aedes_cretinus","Culex_antennatus","Culiseta_longiareolata","Culex_simpsoni","Culex_univittatus","Culex_perexiguus","Culex_sitiens","Culex_sinaiticus","Culex_pseudovishnui","Culex_duttoni","Culex_thalassius","Culex_tritaeniorhynchus","Culex_mimeticus","Culex_modestus","Culex_theileri","Culex_laticinctus","Culex_vagans","Culex_torrentium","Culex_quinquefasciatus","Culex_pipiens","Culiseta_ochroptera","Culiseta_litorea","Culiseta_fumipennis","Culiseta_morsitans","Aedes_cinereus","Aedes_rossicus","Culiseta_annulata","Culiseta_subochrea","Culiseta_alaskaensis","Culiseta_glaphyroptera","Culiseta_bergrothi","Aedes_japonicus","Ochlerotatus_nigripes","Ochlerotatus_cataphylla","Ochlerotatus_leucomelas","Ochlerotatus_pionips","Ochlerotatus_communis","Ochlerotatus_punctor","Ochlerotatus_hexodontus","Ochlerotatus_berlandi","Aedes_koreicus","Aedes_geniculatus","Ochlerotatus_flavescens","Ochlerotatus_riparius","Ochlerotatus_euedes","Ochlerotatus_annulipes","Ochlerotatus_cantans","Ochlerotatus_excrucians","Ochlerotatus_detritus","Ochlerotatus_pulcritarsis","Ochlerotatus_hungaricus","Ochlerotatus_pullatus","Ochlerotatus_intrudens","Ochlerotatus_diantaeus","Acartomyia_phoeniciae","Ochlerotatus_caspius","Ochlerotatus_dorsalis","Acartomyia_zammitii","Coquillettidia_buxtoni","Coquillettidia_richiardii","Anopheles_pharoensis","Anopheles_arabiensis","Anopheles_coluzzii","Anopheles_fluviatilis","Anopheles_culicifacies","Anopheles_dthali","Anopheles_sacharovi","Anopheles_messeae","Anopheles_melanoon","Anopheles_labranchiae","Anopheles_atroparvus","Anopheles_maculipennis","Anopheles_maculipennis","Anopheles_pulcherrimus","Anopheles_stephensi","Anopheles_cinereus","Anopheles_claviger","Anopheles_hyrcanus","Anopheles_coustani","Anopheles_ziemanni","Anopheles_tenebrosus","Anopheles_plumbeus","Uranotaenia_balfouri","Anopheles_algeriensis","Culex_impudicus","Culex_martinii","Culex_europaeus","Culex_territans","Culex_hortensis","Culex_deserticola"
"Culex_thalassius",0.707106781186548,0.721656252083136,0.716310293574805,0.710514544449581,0.729739902433225,0.736788397613007,0.683842758666329,0.711512473537885,0.397223973654539,0.370154447397874,0.337777974017762,0.329217949203426,0.334034350581525,0.313304179995183,0.329217949203426,0.332309265373027,0.332309265373027,0.306707563735151,0.31586069942067,0.351897393711483,0.316550942152294,0.332309265373027,0.310023417546809,0.316550942152294,0.276664435510861,0.306707563735151,0.286006277906701,0.0837218358278921,0,0.282408571447458,0.255811791756432,0.267534375598332,0.267534375598332,0.283176056977427,0.247688702309035,0.251783007819402,0.251783007819402,0.247688702309035,0.338407191712681,0.350284722052029,0.375638515701635,0.353152308909317,0.367381715866991,0.362514603543555,0.350284722052029,0.356074944433289,0.359315990766703,0.367381715866991,0.375638515701635,0.353191699050415,0.353553390593274,0.31976473969554,0.336060031793725,0.350284722052029,0.335163843160497,0.364587898014077,0.372906562966484,0.34141531479697,0.349689303090118,0.353191699050415,0.383717687634648,0.350284722052029,0.353191699050415,0.361772505316908,0.364587898014077,0.367381715866991,0.338407191712681,0.326097329493295,0.331042355440947,0.347353417613842,0.326431274618686,0.332309265373027,0.303355467854629,0.305708920257871,0.288675134594813,0.296537620424793,0.381043664202188,0.389010595426118,0.372906562966484,0.356074944433289,0.353191699050415,0.399530240589545,0.357540279613908,0.34141531479697,0.375638515701635,0.361772505316908,0.381043664202188,0.375638515701635,0.381043664202188,0.372906562966484,0.372906562966484,0.389010595426118,0.361772505316908,0.361772505316908,0.358935030093499,0.34519397228902,0.342791474812074,0.347353417613842,0.335372088325507,0.389010595426118,0.353916195604685,0.370154447397874,0.364587898014077,0.338407191712681,0.322946556766917,0.322946556766917,0.335372088325507,0.348654030562566
"Culex_tritaeniorhynchus",0.715568671249991,0.718963290134056,0.728134222070858,0.717490696391447,0.708926878872306,0.734503776926523,0.677711881832734,0.721446868603997,0.360685519375463,0.377964473009227,0.337777974017762,0.369835254541153,0.335566747483726,0.328485518040461,0.348684021877203,0.357294800505248,0.338931875021727,0.323825912929306,0.321287731561,0.354317831249184,0.321470784124456,0.309625206653207,0.281118045708738,0.29658550700087,0.294211428168065,0.313258425459708,0.255635568872855,0.286794494806093,0.282408571447458,0,0.283808231843275,0.289113517739689,0.270089481963806,0.285841128910641,0.248069469178417,0.272888411454908,0.254560755426362,0.249619771643067,0.334558377276069,0.3530156664941,0.344297884737404,0.350823207722812,0.36361909326217,0.371711255331664,0.37489901709794,0.373921956000622,0.387298334620742,0.367056588174297,0.369835254541153,0.361342436443338,0.375,0.371884218998905,0.376729291689624,0.369835254541153,0.369993006295857,0.383948451453916,0.395644985318018,0.387886487328022,0.34792618696923,0.36361909326217,0.39371969415866,0.38592249249398,0.377964473009227,0.383309974735375,0.387886487328022,0.389840587792725,0.357294800505248,0.373921956000622,0.337607012106763,0.361523288524953,0.359345417570795,0.369835254541153,0.330798442299249,0.345032779671177,0.329861016422736,0.343285767029625,0.36361909326217,0.379969603647514,0.347448874974032,0.372982845377626,0.367774874974643,0.387298334620742,0.363636363636364,0.355502892361079,0.374376121454027,0.367774874974643,0.371884218998905,0.375948648113326,0.365702887360366,0.371884218998905,0.371884218998905,0.393749615479079,0.37116488404849,0.373451302542808,0.375948648113326,0.348155311911396,0.350643436659138,0.351188458428425,0.348155311911396,0.39371969415866,0.342182126352235,0.357294800505248,0.35516167815402,0.355888814528264,0.350856529013453,0.342203500489553,0.337611852454758,0.336650164612069
"Culex_mimeticus",0.71221231161192,0.720123845030101,0.716844635641249,0.711971455226401,0.71616101397531,0.742469194109547,0.674409860868105,0.716860438920219,0.347404166889826,0.348684021877203,0.357094915286524,0.367774874974643,0.327968024676315,0.326164036526721,0.335353553848811,0.342083727464118,0.337611852454758,0.326164036526721,0.328165061656947,0.339181732685607,0.337611852454758,0.301511344577764,0.288898135890792,0.269941136276529,0.281521010324415,0.287996696207793,0.283808231843275,0.270201498066762,0.255811791756432,0.283808231843275,0,0.275658923209986,0.281118045708738,0.306820050708675,0.241788209930796,0.255635568872855,0.267261241912424,0.266640905504778,0.342083727464118,0.335353553848811,0.361523288524953,0.353251078959888,0.357294800505248,0.376328963506329,0.348084998811232,0.3530156664941,0.368178700572909,0.357294800505248,0.359415263041222,0.334865908463829,0.356000156054897,0.328485518040461,0.347444645091756,0.339855145255797,0.336931057580931,0.359415263041222,0.369835254541153,0.365702887360366,0.344123600805843,0.359415263041222,0.365702887360366,0.350856529013453,0.35516167815402,0.365981094237696,0.361523288524953,0.367774874974643,0.361523288524953,0.361523288524953,0.327912917891976,0.339855145255797,0.340372822852509,0.344297884737404,0.320458425842733,0.322462867451364,0.319217523467037,0.323074456398373,0.3530156664941,0.359415263041222,0.344846225032142,0.350356376900289,0.346497893606233,0.4,0.347363148628051,0.33959366110154,0.352717236350731,0.342083727464118,0.350856529013453,0.350856529013453,0.348684021877203,0.344297884737404,0.344297884737404,0.376128792060717,0.366772245494162,0.359415263041222,0.359415263041222,0.322462867451364,0.350643436659138,0.351188458428425,0.338346145948368,0.389840587792725,0.353553390593274,0.375948648113326,0.337611852454758,0.333079944217783,0.337611852454758,0.314027468791544,0.321470784124456,0.336650164612069
"Culex_modestus",0.725651464760582,0.730149253337033,0.725890351644182,0.720234456676315,0.72864795000847,0.734503776926523,0.669774686623137,0.723289809238419,0.371390676354104,0.38592249249398,0.370923027887795,0.371884218998905,0.357394869069178,0.339855145255797,0.357294800505248,0.3530156664941,0.330790707851983,0.342083727464118,0.334795328653062,0.348828634044288,0.326164036526721,0.312282982496685,0.309559192003632,0.281193469771011,0.309145751339228,0.306425706517948,0.301969220839387,0.278268985549206,0.267534375598332,0.289113517739689,0.275658923209986,0,0.264402750722578,0.282717088345626,0.23858557568109,0.252645576319956,0.246556836360769,0.251732789318215,0.342083727464118,0.3530156664941,0.369835254541153,0.374394097403979,0.379969603647514,0.394259323932576,0.366179242284166,0.36361909326217,0.391578004149024,0.357294800505248,0.361523288524953,0.365568807470484,0.377307714089059,0.36361909326217,0.376729291689624,0.367774874974643,0.360855966253344,0.375948648113326,0.379969603647514,0.369835254541153,0.344123600805843,0.359415263041222,0.39371969415866,0.365702887360366,0.387886487328022,0.390137157320435,0.381964208447538,0.383948451453916,0.3530156664941,0.365702887360366,0.331175813360274,0.359415263041222,0.353553390593274,0.367774874974643,0.330798442299249,0.339181732685607,0.335055997691351,0.335849092293865,0.35516167815402,0.369835254541153,0.360180135112599,0.379507821499608,0.369835254541153,0.397212509593766,0.361356489351851,0.341911733480019,0.3722669434228,0.359415263041222,0.36361909326217,0.365702887360366,0.369835254541153,0.369835254541153,0.369835254541153,0.363019208495135,0.366772245494162,0.387886487328022,0.357294800505248,0.348828634044288,0.353553390593274,0.348807492274272,0.340824905430363,0.397560952869117,0.360203880383094,0.379969603647514,0.348684021877203,0.346497893606233,0.344297884737404,0.339944706824502,0.335353553848811,0.352766841475279
"Culex_theileri",0.721199573264329,0.725710614919908,0.732601345092932,0.717490696391447,0.708926878872306,0.737928055521709,0.674409860868105,0.710372880696912,0.373494889659659,0.377964473009227,0.35236497247244,0.359415263041222,0.340538377506298,0.344297884737404,0.344297884737404,0.3530156664941,0.330790707851983,0.323825912929306,0.310971536805697,0.329252303934259,0.321470784124456,0.290340353139478,0.260779950111615,0.261183947178164,0.297620712616055,0.271205504488942,0.286473156335654,0.266076042095096,0.267534375598332,0.270089481963806,0.281118045708738,0.264402750722578,0,0.151955869072729,0.228708749958746,0.237130772021502,0.246556836360769,0.245516205391288,0.333079944217783,0.348684021877203,0.342083727464118,0.350823207722812,0.361523288524953,0.376328963506329,0.333871402018235,0.335353553848811,0.355902608401044,0.342083727464118,0.335353553848811,0.361342436443338,0.370341434054816,0.3530156664941,0.370176978087557,0.36361909326217,0.353848387215804,0.36361909326217,0.375948648113326,0.367774874974643,0.336389498553154,0.357294800505248,0.375948648113326,0.35516167815402,0.350856529013453,0.365981094237696,0.361523288524953,0.359415263041222,0.344297884737404,0.365702887360366,0.337607012106763,0.342083727464118,0.349215147884789,0.3530156664941,0.317820863081864,0.329252303934259,0.321911389989825,0.323074456398373,0.369835254541153,0.367774874974643,0.334233020079871,0.379507821499608,0.369835254541153,0.394405318873308,0.370391796135698,0.353274012129578,0.361536528468871,0.348684021877203,0.346497893606233,0.350856529013453,0.348684021877203,0.350856529013453,0.350856529013453,0.388796592960476,0.364556078706528,0.359415263041222,0.357294800505248,0.339181732685607,0.323277275293689,0.32659863237109,0.323074456398373,0.387886487328022,0.342182126352235,0.371884218998905,0.328485518040461,0.342083727464118,0.328485518040461,0.321303201514619,0.306960785788931,0.316227766016838
"Culex_laticinctus",0.709116562921955,0.722998805481221,0.726593657395414,0.720994441993987,0.71263833965158,0.746787993805677,0.672497027690273,0.720360270225197,0.395428421289664,0.388557472472033,0.373087307736593,0.376956117794169,0.35871502698972,0.360086825921869,0.367411375715734,0.367411375715734,0.362544785008373,0.35761197304929,0.334696665539855,0.348155311911396,0.342387397055619,0.304347826086957,0.276363083956717,0.278097338168496,0.301954418063779,0.286038776773678,0.306820050708675,0.277731860300354,0.283176056977427,0.285841128910641,0.306820050708675,0.282717088345626,0.151955869072729,0,0.24574532297796,0.252869851176654,0.256357875963239,0.259799075253674,0.347536368645187,0.347536368645187,0.367411375715734,0.362544785008373,0.376956117794169,0.388796592960476,0.347497794210456,0.352610160658545,0.379531713206736,0.355119873189217,0.344971489541966,0.376956117794169,0.37459273325596,0.364986191616954,0.378993883375924,0.390836421470844,0.381638982038015,0.393102158837134,0.404240401189464,0.376956117794169,0.351687660469223,0.36982065645338,0.415079867766701,0.390836421470844,0.388557472472033,0.395354911714394,0.393102158837134,0.388557472472033,0.36982065645338,0.388557472472033,0.3616910271393,0.36982065645338,0.38197836759378,0.386265077996411,0.340795733957256,0.348155311911396,0.338363947550251,0.346523794504043,0.381638982038015,0.376956117794169,0.346657862769248,0.391864839497571,0.386265077996411,0.400830163466522,0.383482494423685,0.378649812598346,0.373087307736593,0.37459273325596,0.367411375715734,0.37459273325596,0.372214342649353,0.367411375715734,0.367411375715734,0.377964473009227,0.379338893810024,0.367411375715734,0.35761197304929,0.336076863830588,0.338753742947079,0.340423046322204,0.325361511893386,0.415079867766701,0.367411375715734,0.383958997218835,0.342387397055619,0.352610160658545,0.331849866544194,0.326453574121709,0.318187585009215,0.331042355440947
"Culex_vagans",0.712841723298777,0.722461915613685,0.723258121441455,0.70640909302338,0.713539334025143,0.737928055521709,0.675891178667331,0.720243014544397,0.365866461590203,0.359486813709167,0.347570667818095,0.359486813709167,0.333053103495372,0.330500785522167,0.339683110243379,0.341940165706044,0.337410956914789,0.316227766016838,0.308435963147672,0.326962125674879,0.301279323501018,0.290340353139478,0.273434370809865,0.267677212968678,0.274075483931013,0.256978084375023,0.277350098112615,0.249721448381466,0.247688702309035,0.248069469178417,0.241788209930796,0.23858557568109,0.228708749958746,0.24574532297796,0,0.196116135138184,0.196116135138184,0.201242247968962,0.325812593608421,0.355181427095852,0.36162028533979,0.354465003771107,0.36162028533979,0.378616698641913,0.348931578899427,0.353009043248731,0.369412133510511,0.36374124361652,0.365849906172127,0.357615799556521,0.37163407824349,0.344182420326109,0.361255739919515,0.36162028533979,0.35769557999244,0.370031183717098,0.382300727378129,0.374165738677394,0.359092423229804,0.36162028533979,0.384307569132209,0.36162028533979,0.355181427095852,0.36794648440312,0.365849906172127,0.365849906172127,0.339683110243379,0.355181427095852,0.324617227032118,0.348623667496143,0.348892149374593,0.36162028533979,0.317820863081864,0.323538344147383,0.319217523467037,0.312478955520364,0.350823207722812,0.359486813709167,0.340502612303499,0.368568691730228,0.36162028533979,0.392889826932923,0.356753034006338,0.351030979851018,0.368884737237919,0.36162028533979,0.359486813709167,0.365849906172127,0.36794648440312,0.36374124361652,0.36374124361652,0.379801938739872,0.364556078706528,0.374165738677394,0.374165738677394,0.3370248449335,0.350643436659138,0.334165627596057,0.323074456398373,0.392232270276368,0.341214642442123,0.380283295209485,0.339683110243379,0.337410956914789,0.332820117735137,0.322297950648539,0.318651002726277,0.339934634239519
"Culex_torrentium",0.71672002947045,0.725710614919908,0.725890351644182,0.717490696391447,0.723322802273411,0.742469194109547,0.677865442128745,0.722222222222222,0.36714607208101,0.371884218998905,0.35236497247244,0.359415263041222,0.355035801248363,0.342083727464118,0.346497893606233,0.348684021877203,0.346497893606233,0.333079944217783,0.32479917717646,0.33259505261887,0.328485518040461,0.306944418475166,0.283497694546151,0.281193469771011,0.264442942673973,0.27972711943223,0.296893746408601,0.261885606317835,0.251783007819402,0.272888411454908,0.255635568872855,0.252645576319956,0.237130772021502,0.252869851176654,0.196116135138184,0,0.169927572627899,0.16679541652493,0.337611852454758,0.346497893606233,0.36361909326217,0.360436582375499,0.365702887360366,0.378616698641913,0.34575664492836,0.361523288524953,0.374165738677394,0.3530156664941,0.357294800505248,0.367663774807478,0.370341434054816,0.344297884737404,0.361255739919515,0.369835254541153,0.360855966253344,0.38592249249398,0.395644985318018,0.371884218998905,0.332454983102184,0.365702887360366,0.375948648113326,0.365702887360366,0.365702887360366,0.368054658107518,0.371884218998905,0.371884218998905,0.35516167815402,0.369835254541153,0.343917969714397,0.367774874974643,0.353553390593274,0.365702887360366,0.317820863081864,0.335904537639907,0.316500729180322,0.307044124314559,0.346497893606233,0.359415263041222,0.365148371670111,0.372982845377626,0.365702887360366,0.382970843102535,0.361356489351851,0.355502892361079,0.365866461590203,0.361523288524953,0.365702887360366,0.371884218998905,0.369835254541153,0.365702887360366,0.365702887360366,0.383779652542219,0.364556078706528,0.377964473009227,0.367774874974643,0.33259505261887,0.353553390593274,0.348807492274272,0.335849092293865,0.403254239609354,0.349049341838621,0.379969603647514,0.348684021877203,0.342083727464118,0.342083727464118,0.337670803666367,0.314299529953316,0.343187671366233
"Culex_quinquefasciatus",0.716689374632466,0.721199573264329,0.730371198837518,0.710584946694924,0.721539019527725,0.742469194109547,0.674303418237213,0.718184846459608,0.371390676354104,0.375948648113326,0.342709300179511,0.361523288524953,0.352660953181891,0.326164036526721,0.339855145255797,0.348684021877203,0.331899634932154,0.319098273587757,0.325817606225537,0.339683110243379,0.323825912929306,0.304240009648755,0.286086067635665,0.285989726138528,0.268160609261596,0.27626796328735,0.278401865626282,0.261488180184245,0.251783007819402,0.254560755426362,0.267261241912424,0.246556836360769,0.246556836360769,0.256357875963239,0.196116135138184,0.169927572627899,0,0.077151674981046,0.325369823699948,0.3530156664941,0.35516167815402,0.362800126273313,0.3530156664941,0.371711255331664,0.352695597035195,0.365702887360366,0.373476878187623,0.361336129136825,0.365702887360366,0.363461765093799,0.365623516141338,0.335353553848811,0.356711461666395,0.375948648113326,0.372242224619467,0.38592249249398,0.391784941938155,0.377964473009227,0.336389498553154,0.3530156664941,0.383948451453916,0.371884218998905,0.361523288524953,0.373728652230159,0.377964473009227,0.381964208447538,0.346497893606233,0.359415263041222,0.340777100548239,0.35516167815402,0.355651648721182,0.367774874974643,0.309773459094862,0.330112645886762,0.324582899614158,0.317820863081864,0.350856529013453,0.367774874974643,0.362672760945086,0.370782337409512,0.365702887360366,0.381998359657625,0.365902032681784,0.355502892361079,0.3722669434228,0.36361909326217,0.367774874974643,0.367774874974643,0.373921956000622,0.365702887360366,0.365702887360366,0.383779652542219,0.379797779512372,0.37145954806102,0.3530156664941,0.345916347775181,0.350643436659138,0.343996124009172,0.333333333333333,0.391784941938155,0.344486409130969,0.375948648113326,0.3530156664941,0.340411263512505,0.342083727464118,0.335381483685942,0.319098273587757,0.339934634239519
"Culex_pipiens",0.711728443332975,0.716350399411379,0.728477819610871,0.710584946694924,0.721539019527725,0.742469194109547,0.674617194513397,0.712626824218406,0.37249963873975,0.3770871848483,0.342709300179511,0.3624576935287,0.350270003897354,0.326567081520186,0.340469718267553,0.34943097926997,0.34286954342654,0.319388906460955,0.328797974610715,0.340068020406802,0.324192016679184,0.301511344577764,0.284607576768522,0.286389468110814,0.263397020542416,0.273570401051009,0.277992360874883,0.256436419387357,0.247688702309035,0.249619771643067,0.266640905504778,0.251732789318215,0.245516205391288,0.259799075253674,0.201242247968962,0.16679541652493,0.077151674981046,0,0.33407655239053,0.353826510286838,0.356003924747829,0.360436582375499,0.353826510286838,0.369380754267854,0.353553390593274,0.366697108941885,0.378824461545381,0.360319281393668,0.364583563332525,0.363300946378827,0.363241578628389,0.335899447675931,0.354417473488351,0.375032198514635,0.369993006295857,0.387198554035646,0.397052509773927,0.379131032798572,0.332454983102184,0.35816810227874,0.385197514521056,0.372965889685135,0.3624576935287,0.37325445134508,0.3770871848483,0.381163921541648,0.347212347446738,0.360319281393668,0.337607012106763,0.356003924747829,0.358722971863576,0.368798542242825,0.309132883937864,0.32645974287624,0.321911389989825,0.317305206160654,0.351635612996844,0.368798542242825,0.363803437554499,0.368568691730228,0.364583563332525,0.38479056812919,0.363636363636364,0.354395519751187,0.377661495427062,0.364583563332525,0.372965889685135,0.372965889685135,0.375032198514635,0.370888069118607,0.370888069118607,0.382798450186709,0.377658056685646,0.372734889311322,0.35816810227874,0.340068020406802,0.347709130372302,0.341565025531987,0.330798442299249,0.393140566985376,0.342182126352235,0.3770871848483,0.353826510286838,0.351442605217274,0.340469718267553,0.333848930444794,0.319388906460955,0.336650164612069
"Culiseta_ochroptera",0.712195980025644,0.722315118514615,0.72251147983903,0.70640909302338,0.71616101397531,0.742469194109547,0.677711881832734,0.709760099256249,0.371390676354104,0.379969603647514,0.375419228750255,0.39371969415866,0.345438462091929,0.337611852454758,0.369835254541153,0.36361909326217,0.333803147989797,0.346497893606233,0.381938972134971,0.379936132047409,0.342083727464118,0.365902032681784,0.3659625273557,0.344713156833079,0.369139182780339,0.327836293771783,0.328485518040461,0.342278850815357,0.338407191712681,0.334558377276069,0.342083727464118,0.342083727464118,0.333079944217783,0.347536368645187,0.325812593608421,0.337611852454758,0.325369823699948,0.33407655239053,0,0.328485518040461,0.321470784124456,0.325550158935464,0.397560952869117,0.40718927884743,0.326532672836464,0.335353553848811,0.352039236352461,0.35251809293702,0.357294800505248,0.365568807470484,0.351089573882348,0.339855145255797,0.354417473488351,0.346497893606233,0.341850019345049,0.365702887360366,0.373921956000622,0.367774874974643,0.351687660469223,0.375948648113326,0.379969603647514,0.367774874974643,0.371884218998905,0.386533677735419,0.38592249249398,0.387886487328022,0.350856529013453,0.357294800505248,0.327912917891976,0.337611852454758,0.342106762629792,0.350856529013453,0.340824905430363,0.363041544702416,0.335055997691351,0.348155311911396,0.379969603647514,0.38592249249398,0.377282841303898,0.375170446806674,0.369835254541153,0.409960030845394,0.381385035698237,0.370730034248426,0.384748614114453,0.381964208447538,0.381964208447538,0.381964208447538,0.379969603647514,0.379969603647514,0.379969603647514,0.386296267392723,0.3985386596167,0.37145954806102,0.389840587792725,0.371584867570696,0.378738198431079,0.365148371670111,0.362371537669739,0.397560952869117,0.351308584465264,0.391784941938155,0.383948451453916,0.344204485423438,0.369835254541153,0.357615799556521,0.337611852454758,0.362092683040007
"Culiseta_litorea",0.709947719832475,0.725710614919908,0.727013152549817,0.722967804095984,0.733934461525301,0.742469194109547,0.682445666135711,0.721153054763732,0.381795789759879,0.389840587792725,0.379862214511292,0.401365450585887,0.347862621391469,0.35516167815402,0.350856529013453,0.348684021877203,0.326164036526721,0.328485518040461,0.395023994263584,0.387869150456834,0.357294800505248,0.37482778414706,0.35816810227874,0.35218036253025,0.367692990412022,0.356034497458156,0.369835254541153,0.358215834478037,0.350284722052029,0.3530156664941,0.335353553848811,0.3530156664941,0.348684021877203,0.347536368645187,0.355181427095852,0.346497893606233,0.3530156664941,0.353826510286838,0.328485518040461,0,0.272888411454908,0.292352673102343,0.389840587792725,0.409304562062339,0.338675553969016,0.344297884737404,0.362092683040007,0.339855145255797,0.346497893606233,0.377964473009227,0.367990036096994,0.357294800505248,0.376729291689624,0.365702887360366,0.363161778636515,0.373921956000622,0.387886487328022,0.381964208447538,0.359092423229804,0.38592249249398,0.367774874974643,0.357294800505248,0.36361909326217,0.372167128297333,0.36361909326217,0.367774874974643,0.361523288524953,0.371884218998905,0.350115188418455,0.369835254541153,0.335864374485864,0.335353553848811,0.352957681003154,0.370362176244984,0.347704041064684,0.355334527259351,0.369835254541153,0.377964473009227,0.370049911413227,0.377345366167717,0.371884218998905,0.405517502019881,0.387831436503664,0.383300706077645,0.398817148716346,0.395644985318018,0.39371969415866,0.397560952869117,0.391784941938155,0.38592249249398,0.38592249249398,0.393749615479079,0.39650008532928,0.383948451453916,0.387886487328022,0.376288347353439,0.397223973654539,0.376386326354541,0.373805617575017,0.414406229195885,0.366733787489067,0.397560952869117,0.361523288524953,0.367774874974643,0.36361909326217,0.351093383510043,0.328485518040461,0.34960294939005
"Culiseta_fumipennis",0.71221231161192,0.72459670694955,0.727013152549817,0.716114874039433,0.72687723548335,0.746982726224182,0.675563685254685,0.721153054763732,0.383842966846459,0.387886487328022,0.366371652723656,0.395644985318018,0.364380445748256,0.371884218998905,0.337611852454758,0.342083727464118,0.339855145255797,0.335353553848811,0.375045784750796,0.396332746587636,0.359415263041222,0.37261639148944,0.353826510286838,0.360877483558527,0.373978796003383,0.368985412640912,0.36361909326217,0.376288347353439,0.375638515701635,0.344297884737404,0.361523288524953,0.369835254541153,0.342083727464118,0.367411375715734,0.36162028533979,0.36361909326217,0.35516167815402,0.356003924747829,0.321470784124456,0.272888411454908,0,0.295261726574047,0.383948451453916,0.398615912804893,0.350397881390162,0.342083727464118,0.371184290855335,0.346497893606233,0.35516167815402,0.367663774807478,0.377307714089059,0.367774874974643,0.374557923219701,0.369835254541153,0.351481481807253,0.36361909326217,0.377964473009227,0.387886487328022,0.359092423229804,0.381964208447538,0.379969603647514,0.375948648113326,0.371884218998905,0.390137157320435,0.389840587792725,0.387886487328022,0.365702887360366,0.373921956000622,0.347030412971085,0.357294800505248,0.338126113000287,0.348684021877203,0.352957681003154,0.361290704905797,0.355076678089354,0.355334527259351,0.387886487328022,0.391784941938155,0.384379692163553,0.370782337409512,0.369835254541153,0.418993502999218,0.389956556173222,0.389433906808988,0.406637837281114,0.405134222945709,0.381964208447538,0.391784941938155,0.383948451453916,0.391784941938155,0.391784941938155,0.398641102600034,0.402584841114237,0.373921956000622,0.383948451453916,0.373337020630758,0.392031280116988,0.378593889720018,0.378282491132808,0.397560952869117,0.360203880383094,0.383948451453916,0.369835254541153,0.346497893606233,0.357294800505248,0.361898776166849,0.342083727464118,0.34960294939005
"Culiseta_morsitans",0.709036134789447,0.716736459053637,0.711666706348003,0.71149424902106,0.724256724937761,0.741180295820441,0.669980211301445,0.727046207042608,0.393957893523519,0.376670070327259,0.402577899936449,0.407200154484212,0.368065715282595,0.360436582375499,0.348378416908283,0.345916347775181,0.355662377115891,0.350823207722812,0.392488213057455,0.373461757360143,0.345916347775181,0.365649605086117,0.343436628723143,0.341948017645049,0.362839718146216,0.361263704023525,0.378932373372537,0.369921755595907,0.353152308909317,0.350823207722812,0.353251078959888,0.374394097403979,0.350823207722812,0.362544785008373,0.354465003771107,0.360436582375499,0.362800126273313,0.360436582375499,0.325550158935464,0.292352673102343,0.295261726574047,0,0.376670070327259,0.38499043627409,0.325626944161825,0.338422686192747,0.367315443346226,0.338422686192747,0.340938874637839,0.356271910343049,0.368309888426911,0.353251078959888,0.358814430331978,0.348378416908283,0.330759292237889,0.358057437019716,0.362800126273313,0.383416936256795,0.351687660469223,0.381181249931244,0.38784964925516,0.374394097403979,0.378932373372537,0.39004711527808,0.381181249931244,0.376670070327259,0.362800126273313,0.38784964925516,0.331175813360274,0.360436582375499,0.36311060996409,0.367481611843008,0.34364987719369,0.362738125055006,0.353553390593274,0.349148624377588,0.355662377115891,0.374394097403979,0.366845429790502,0.353874074006678,0.350823207722812,0.395075506814401,0.360728120866118,0.37995552000609,0.372214342649353,0.369800130816819,0.353251078959888,0.360436582375499,0.358057437019716,0.358057437019716,0.358057437019716,0.376685401750442,0.36643637698045,0.372104203767625,0.383416936256795,0.344123600805843,0.344749849914969,0.350982059081517,0.35290526284277,0.381181249931244,0.355662377115891,0.381181249931244,0.322914081875511,0.365148371670111,0.340938874637839,0.353251078959888,0.350823207722812,0.34960294939005
